raw_row_index,en,vi,audit_flags,en_char_count,vi_char_count,length_ratio_vi_en
540,Image histogram adjust curves plugin for digiKam,Bổ sung biểu đồ tần xuất điều chỉnh đường cong ảnh cho digiKamName,exact_duplicate,48,66,1.375
541,ImagePlugin_AdjustLevels,ImagePlugin_ AdjustLevelsComment,exact_duplicate,24,32,1.3333333333333333
542,Image histogram adjust levels plugin for digiKam,Bổ sung biểu đồ tần xuất điều chỉnh lớp ảnh cho digiKamName,exact_duplicate,48,59,1.2291666666666667
545,ImagePlugin_BlurFX,ImagePlugin_ BlurFXComment,exact_duplicate,18,26,1.4444444444444444
546,Blur special effects plugin for digiKam,Bổ sung hiệu ứng đặc biệt che mờ cho digiKamName,exact_duplicate,39,48,1.2307692307692308
547,ImagePlugin_Border,ImagePlugin_ BorderComment,exact_duplicate,18,26,1.4444444444444444
548,Add border to image plugin for digiKam,Bổ sung thêm viền trên ảnh cho digiKamName,exact_duplicate,38,42,1.105263157894737
549,ImagePlugin_ChannelMixer,ImagePlugin_ ChannelMixerComment,exact_duplicate,24,32,1.3333333333333333
550,Image color channels mixer plugin for digiKam,Bổ sung hoà kênh màu ảnh cho digiKamName,exact_duplicate,45,40,0.8888888888888888
551,ImagePlugin_Charcoal,ImagePlugin_ CharcoalComment,exact_duplicate,20,28,1.4
552,Charcoal drawing image effect plugin for digiKam,Bổ sung hiệu ứng vẽ ảnh than gỗ cho digiKamName,exact_duplicate,48,47,0.9791666666666666
554,Color special effects plugin for digiKam,Bổ sung hiệu ứng đặc biệt màu sắc cho digiKamName,exact_duplicate,40,49,1.225
555,ImagePlugin_DistortionFX,ImagePlugin_ DistortionFXComment,exact_duplicate,24,32,1.3333333333333333
556,Distortion special effects plugin for digiKam,Bổ sung hiệu ứng đặc biệt méo mó ảnh cho digiKamName,exact_duplicate,45,52,1.1555555555555554
557,ImagePlugin_Emboss,ImagePlugin_ EmbossComment,exact_duplicate,18,26,1.4444444444444444
558,Emboss image effect plugin for digiKam,Bổ sung hiệu ứng chạm nổi ảnh cho digiKamName,exact_duplicate,38,45,1.1842105263157894
559,ImagePlugin_FilmGrain,ImagePlugin_ FilmGrainComment,exact_duplicate,21,29,1.380952380952381
560,Film grain image effect plugin for digiKam,Bổ sung hiệu ứng chạm mịn mặt màng ảnh cho digiKamName,exact_duplicate,42,54,1.2857142857142858
561,ImagePlugin_FreeRotation,ImagePlugin_ FreeRotationComment,exact_duplicate,24,32,1.3333333333333333
562,Free rotation plugin for digiKam,Bổ sung xoay tự do cho digiKamName,exact_duplicate,32,34,1.0625
563,ImagePlugin_HotPixels,ImagePlugin_ HotPixelsComment,exact_duplicate,21,29,1.380952380952381
564,Hot pixel correction plugin for digiKam,Bổ sung sửa điểm ảnh nóng cho digiKamName,exact_duplicate,39,41,1.0512820512820513
565,ImagePlugin_Infrared,ImagePlugin_ InfraredComment,exact_duplicate,20,28,1.4
566,Simulate infrared film plugin for digiKam,Bổ sung mô phỏng mảng thuốc hồng ngoại cho digiKamName,exact_duplicate,41,54,1.3170731707317074
567,ImagePlugin_InPainting,ImagePlugin_ InPaintingComment,exact_duplicate,22,30,1.3636363636363635
568,digiKam plugin to inpaint a photograph,Bổ sung sơn vào ảnh chụp cho digiKamName,exact_duplicate,38,40,1.0526315789473684
569,ImagePlugin_InsertText,ImagePlugin_ InsertTextComment,exact_duplicate,22,30,1.3636363636363635
570,Insert text to image plugin for digiKam,Bổ sung chèn văn bản vào ảnh cho digiKamName,exact_duplicate,39,44,1.1282051282051282
575,ImagePlugin_OilPaint,ImagePlugin_ OilPaintComment,exact_duplicate,20,28,1.4
576,Oil paint image effect plugin for digiKam,Bổ sung hiệu ứng ảnh son dầu cho digiKamName,exact_duplicate,41,44,1.0731707317073171
577,ImagePlugin_Perspective,ImagePlugin_ PerspectiveComment,exact_duplicate,23,31,1.3478260869565217
578,Perspective tool plugin for digiKam,Bổ sung công cụ phối cảnh cho digiKamName,exact_duplicate,35,41,1.1714285714285715
579,ImagePlugin_RainDrop,ImagePlugin_ RainDropComment,exact_duplicate,20,28,1.4
580,Rain dropping image effect plugin for digiKam,Bổ sung hiệu ứng ảnh giọt mưa cho digiKamName,exact_duplicate,45,45,1.0
583,ImagePlugin_Restoration,ImagePlugin_ RestorationComment,exact_duplicate,23,31,1.3478260869565217
584,digiKam plugin to restore a photograph,Bổ sung phục hồi ảnh chụp cho digiKamName,exact_duplicate,38,41,1.0789473684210527
585,ImagePlugin_ShearTool,ImagePlugin_ ShearToolComment,exact_duplicate,21,29,1.380952380952381
586,Shear tool plugin for digiKam,Bổ sung công cụ kéo cắt cho digiKamName,exact_duplicate,29,39,1.3448275862068966
587,ImagePlugin_SuperImpose,ImagePlugin_ SuperImposeComment,exact_duplicate,23,31,1.3478260869565217
588,Template superimpose plugin for digiKam,Bổ sung đặt biểu mẫu trên cho digiKamName,exact_duplicate,39,41,1.0512820512820513
589,ImagePlugin_Texture,ImagePlugin_ TextureComment,exact_duplicate,19,27,1.4210526315789473
590,digiKam plugin to apply texture on image,Bổ sung áp dụng hoạ tiết trên ảnh cho digiKamName,exact_duplicate,40,49,1.225
593,ImagePlugin_WhiteBalance,ImagePlugin_ WhiteBalanceComment,exact_duplicate,24,32,1.3333333333333333
596,KColorEdit,KColorEdit,identical_pair; exact_duplicate,10,10,1.0
598,KGrab,KGrab,identical_pair; exact_duplicate,5,5,1.0
605,KIconEdit,KIconEdit,identical_pair; exact_duplicate,9,9,1.0
615,"Toggle compression for TIFF images. If this option is enabled, the final size of the TIFF image is reduced. A lossless compression format (Deflate) is used to save the file.","Bật/ tắt khả năng nén ảnh TIFF. Nếu bạn bật tùy chọn này, bạn có khả năng giảm kích cỡ tập tin cuối cùng của ảnh TIFF. Một định dạng nén không mất gì (Deflate) được dùng để lưu tập tin đó.",noise_ui_fragment,173,188,1.0867052023121386
623,None,Không có,exact_duplicate,4,8,2.0
630,Threshold:,Ngưỡng:,exact_duplicate,10,7,0.7
634,Photograph Noise Reduction Settings File to Load,Tập tin thiết lập giảm nhiễu ảnh chụp cần tải,noise_ui_fragment,48,45,0.9375
635,"""%1"" is not a Photograph Noise Reduction settings text file.",«% 1 » không phải là một tập tin văn bản thiết lập giảm nhiễu ảnh chup.,noise_ui_fragment,60,71,1.1833333333333333
636,Cannot load settings from the Photograph Noise Reduction text file.,Không thể tải thiết lập từ tập tin văn bản giảm nhiễu ảnh chụp.,noise_ui_fragment,67,63,0.9402985074626866
637,Photograph Noise Reduction Settings File to Save,Tập tin thiết lập giảm nhiễu ảnh chụp cần lưu,noise_ui_fragment,48,45,0.9375
638,Cannot save settings to the Photograph Noise Reduction text file.,Không thể lưu thiết lập vào tập tin văn bản giảm nhiễu ảnh chụp.,noise_ui_fragment,65,64,0.9846153846153847
640,unavailable,không sẵn sàng,exact_duplicate,11,14,1.2727272727272727
641,Unknown,Không rõ,exact_duplicate,7,8,1.1428571428571428
646,EXIF,EXIF,identical_pair,4,4,1.0
648,IPTC,IPTC,identical_pair,4,4,1.0
651,Date:,Ngày:,exact_duplicate,5,5,1.0
652,Size:,Cỡ:,exact_duplicate,5,3,0.6
654,Permissions:,Quyền hạn:,exact_duplicate,12,10,0.8333333333333334
656,Type:,Kiểu:,exact_duplicate,5,5,1.0
657,Dimensions:,Các chiều:,exact_duplicate,11,10,0.9090909090909091
662,Make:,Make:,identical_pair; exact_duplicate,5,5,1.0
663,Model:,Mô hình:,exact_duplicate,6,8,1.3333333333333333
664,Created:,Tạo:,exact_duplicate,8,4,0.5
665,Lens:,Mật độ:,exact_duplicate,5,7,1.4
666,Aperture:,Độ mở/ Tiêu:,exact_duplicate,9,12,1.3333333333333333
667,Focal:,Tiêu:,exact_duplicate,6,5,0.8333333333333334
669,Sensitivity:,Độ nhạy:,exact_duplicate,12,8,0.6666666666666666
670,Mode/ Program:,Chế độ/ Chương trình:,exact_duplicate,14,21,1.5
671,Flash:,Nháy:,exact_duplicate,6,5,0.8333333333333334
677,Downloaded:,Tải về,exact_duplicate,11,6,0.5454545454545454
678,Camera File Properties,Thuộc tính tập tin,exact_duplicate,22,18,0.8181818181818182
679,unknown,không rõ,exact_duplicate,7,8,1.1428571428571428
680,No,Không,exact_duplicate,2,5,2.5
681,Yes,Có,exact_duplicate,3,2,0.6666666666666666
682,%1 (%2),% 1 (% 2),exact_duplicate,7,9,1.2857142857142858
688,Date:,Ngày:,exact_duplicate,5,5,1.0
689,Rating:,Đánh giá:,exact_duplicate,7,9,1.2857142857142858
694,Apply,Áp dụng,exact_duplicate,5,7,1.4
696,More,Thêm,exact_duplicate,4,4,1.0
697,Description,Mô tả,exact_duplicate,11,5,0.45454545454545453
698,Information,Thông tin,exact_duplicate,11,9,0.8181818181818182
700,Do you want to apply your changes?,Bạn có muốn áp dụng các thay đổi không? < qt >,exact_duplicate; noise_markup_or_html_entity,34,46,1.3529411764705883
705,Do you want to apply your changes?,Bạn có muốn áp dụng các thay đổi không? < qt >,exact_duplicate; noise_markup_or_html_entity,34,46,1.3529411764705883
710,Tags,Thẻ,exact_duplicate,4,3,0.75
717,Select,Chọn,exact_duplicate,6,4,0.6666666666666666
718,Deselect,Bỏ chọn,exact_duplicate,8,7,0.875
719,Invert Selection,Đảo vùng chọn,exact_duplicate,16,13,0.8125
722,Delete Tag,Xoá thẻ,noise_ui_fragment,10,7,0.7
728,You are currently viewing items in the tag '%1 'that you are about to delete. You will need to apply change first if you want to delete the tag.,Hịện thời bạn đọc mục trong thẻ «% 1 » mà bạn sắp xoá. Bạn sẽ cần phải áp dụng thay đổi trước tiên nếu bạn muốn xoá thẻ đó.,noise_ui_fragment,144,123,0.8541666666666666
729,Delete '%1 'tag?,Xoá thẻ «% 1 » không?,noise_ui_fragment,16,21,1.3125
730,Delete,Xoá,exact_duplicate; noise_ui_fragment,6,3,0.5
734,Properties,Thuộc tính,exact_duplicate,10,10,1.0
743,Map settings,Thiết lập,noise_ui_fragment,12,9,0.75
749,& Move Here,& Chuyển vào đây,exact_duplicate,11,16,1.4545454545454546
750,Cancel,Thôi,exact_duplicate; noise_ui_fragment,6,4,0.6666666666666666
756,Selection,Vùng chọn,exact_duplicate,9,9,1.0
760,Statistics,Thống kê,exact_duplicate,10,8,0.8
762,Pixels:,Điểm ảnh:,exact_duplicate,7,9,1.2857142857142858
763,Count:,Đếm:,exact_duplicate,6,4,0.6666666666666666
764,Mean:,Trung bình:,exact_duplicate,5,11,2.2
766,Median:,Trung vị:,exact_duplicate,7,9,1.2857142857142858
774,Colors,Màu sắc,exact_duplicate,6,7,1.1666666666666667
780,Date:,Ngày:,exact_duplicate,5,5,1.0
785,& Delete files instead of moving them to the trash,Xoá tập tin thay vào & di chuyển chúng vào Sọt Rác,noise_ui_fragment,50,50,1.0
798,About to delete selected files,Sắp xoá các tập tin đã chọn,noise_ui_fragment,30,27,0.9
799,About to delete selected albums,Sắp xoá các tập ảnh đã chọn,noise_ui_fragment,31,27,0.8709677419354839
812,Settings for Saving Image File,Thiết lập tập tin ảnh lưu trong bộ sửa ảnh,noise_ui_fragment,30,42,1.4
815,Model:,Mô hình:,exact_duplicate,6,8,1.3333333333333333
816,Created:,Tạo:,exact_duplicate,8,4,0.5
817,Aperture:,Độ mở:,exact_duplicate,9,6,0.6666666666666666
818,Focal:,Tiêu:,exact_duplicate,6,5,0.8333333333333334
820,Sensitivity:,Độ nhạy:,exact_duplicate,12,8,0.6666666666666666
821,%1_BAR_Camera RAW files,% 1_BAR_Các tập tin RAW của máy ảnh,exact_duplicate,23,35,1.5217391304347827
822,%1_BAR_Camera RAW files,% 1_BAR_Các tập tin RAW của máy ảnh,exact_duplicate,23,35,1.5217391304347827
829,"Failed to copy the old database file (""%1"") to its new location (""%2""). Error message: ""%3"". Please make sure that the file can be copied, or delete it.",Lỗi sao chép tập tin cơ sở dữ liệu cũ («% 1 ») vào vị trí mới («% 2 »). Hãy kiểm tra lại tập tin này có khả năng được sao chép.,noise_ui_fragment,152,127,0.8355263157894737
831,"The old database file (""%1"") has been copied to the new location (""%2"") but it cannot be opened. Please delete both files and try again, starting with an empty database.","Tập tin cơ sở dữ liệu cũ («% 1 ») đã được sao chép vào vị trí mới («% 2 »), nhưng mà không thể mở được. Hãy gỡ bỏ cả hai tập tin này rồi thử lại, bắt đầu với cơ sở dữ liệu trống.",noise_ui_fragment,169,178,1.0532544378698225
833,"Could not update from the old SQLite2 file (""%1""). Please delete this file and try again, starting with an empty database.","Không thể cập nhật từ tập tin SQLite2 cũ («% 1 »). Hãy gỡ bỏ tập tin này rồi thử lại, bắt đầu với cơ sở dữ liệu trống.",noise_ui_fragment,122,118,0.9672131147540983
843,Dropped v3 tables,"""relative path"" on harddisk partition with ""UUID""",language_suspect,17,49,2.8823529411764706
844,"Folder ""%1"" on the volume with the id ""%2""","""relative path"" on harddisk partition with ""label""",language_suspect,42,50,1.1904761904761905
846,RGB,RGB,identical_pair; exact_duplicate,3,3,1.0
847,Monochrome,Đơn sắc,exact_duplicate,10,7,0.7
849,CMYK,CMYK,identical_pair; exact_duplicate,4,4,1.0
851,General,Chung,exact_duplicate,7,5,0.7142857142857143
