split,source_short_name,primary_subdomain,pairs,en_chars_mean,vi_chars_mean,en_tokens_mean,vi_tokens_mean,length_ratio_vi_over_en_mean,en_vocab_size,vi_vocab_size,en_type_token_ratio,vi_type_token_ratio
it_test,ubuntu,system,38,62.578947368421055,63.473684210526315,9.368421052631579,14.31578947368421,1.028375300044764,211,249,0.5926966292134831,0.4577205882352941
it_test,ubuntu,ui_localization,229,25.860262008733624,28.27947598253275,4.11353711790393,6.3755458515283845,1.1571851293528868,590,621,0.6263269639065817,0.42534246575342466
train,envitech_reasoning,ai_ml,2648,67.59592145015105,75.21487915407855,10.54380664652568,16.669184290030213,1.1239357224084878,3107,1831,0.11128223495702005,0.04148164929768917
train,envitech_reasoning,coding,1080,64.79351851851852,67.87592592592593,9.868518518518519,15.112962962962962,1.0524238191095576,1853,1246,0.17386001125914805,0.07633868398480578
train,envitech_reasoning,command_cli,105,65.00952380952381,66.36190476190477,10.057142857142857,14.371428571428572,1.0552601738974872,329,388,0.3115530303030303,0.2571239231278993
train,envitech_reasoning,documentation,35,56.77142857142857,58.542857142857144,9.085714285714285,13.428571428571429,1.0317083317302067,117,153,0.36792452830188677,0.32553191489361705
train,envitech_reasoning,hardware,989,72.9443882709808,78.16076845298281,10.83417593528817,17.575328614762388,1.0758146519401854,1374,1017,0.12823145123658422,0.058508802209181913
train,envitech_reasoning,system,432,66.79861111111111,70.64814814814815,9.604166666666666,15.585648148148149,1.0602618878917345,978,792,0.23571945046999276,0.11762958562305065
train,envitech_reasoning,ui_localization,56,64.83928571428571,64.98214285714286,10.964285714285714,14.553571428571429,1.0128576606497635,251,297,0.40879478827361565,0.36441717791411044
train,gnome,coding,7,15.428571428571429,15.142857142857142,2.4285714285714284,3.7142857142857144,1.0230403525046383,13,19,0.7647058823529411,0.7307692307692307
train,gnome,documentation,2,12.0,11.0,1.0,2.5,0.9333333333333333,2,5,1.0,1.0
train,gnome,ui_localization,96,18.302083333333332,20.302083333333332,2.90625,4.739583333333333,1.0952359711554254,185,228,0.6630824372759857,0.5010989010989011
train,kde4,ai_ml,1707,72.47744581136497,71.35149384885764,12.096660808435852,15.705916813122437,1.1074556057174847,3295,2122,0.15957189210131242,0.07914957105557628
train,kde4,coding,1109,67.52660054102795,70.20739404869252,10.993688007213706,14.57258791704238,1.2831235444195412,2377,1611,0.19496391076115485,0.099684425468721
train,kde4,command_cli,429,46.36829836829837,47.71561771561772,7.508158508158508,10.337995337995338,1.152196285047491,871,795,0.27041291524371314,0.17925591882750846
train,kde4,documentation,302,35.00993377483444,34.40397350993378,5.4801324503311255,7.526490066225166,1.0989699771105674,498,518,0.30090634441087616,0.2278926528816542
train,kde4,hardware,685,64.24817518248175,64.79124087591241,10.85985401459854,14.357664233576642,1.11314984027191,1510,1172,0.20298427207958059,0.11916624300965938
train,kde4,system,1016,60.99409448818898,65.39074803149606,10.051181102362206,13.992125984251969,1.2178047428058203,1915,1314,0.18752448100274188,0.09243106359032077
train,kde4,ui_localization,21511,21.800567151689833,22.88819673655339,3.5731486216354424,4.965784947236298,1.1969410447612092,9256,6369,0.120423616351383,0.059624224154878815
train,tech_viet_translation,ai_ml,20335,73.5982296533071,84.81357265797885,12.504745512662897,18.65768379641013,1.154117385929634,20879,12172,0.08210898050998097,0.03208189686982741
train,tech_viet_translation,coding,2943,75.73972137274889,85.90621814475026,12.457356439007816,18.681277607883114,1.1347771150571782,7545,4742,0.20579891986252796,0.08625111406173266
train,tech_viet_translation,command_cli,751,70.91478029294274,82.53661784287617,12.034620505992011,18.18375499334221,1.1684728217853602,2747,2006,0.3039389245408276,0.14689513766842413
train,tech_viet_translation,documentation,43255,67.3733672407814,76.3738064963588,11.684290833429662,16.669841636804993,1.1361033585983906,28963,17811,0.057306629943569894,0.024701339982858426
train,tech_viet_translation,hardware,3718,76.4712210866057,86.67885960193652,13.09010220548682,18.941904249596558,1.1372677426629303,7609,5036,0.15634181922784524,0.07150768182205436
train,tech_viet_translation,system,2230,75.09910313901345,84.24394618834081,12.471748878923767,18.270403587443948,1.1239009213361248,5524,3583,0.19861930102114195,0.08794148688118204
train,tech_viet_translation,ui_localization,2309,75.00086617583369,83.0671286271113,12.758336942399307,18.258120398440884,1.1106278182547784,4725,3478,0.16039240978987745,0.08249916978983823
train,ubuntu,ai_ml,220,45.64090909090909,48.46818181818182,7.286363636363636,10.895454545454545,1.1474087085582338,721,679,0.4497816593886463,0.2832707551105549
train,ubuntu,coding,131,45.33587786259542,49.58015267175573,6.99236641221374,10.648854961832061,1.130682468325062,492,527,0.537117903930131,0.37777777777777777
train,ubuntu,command_cli,112,30.428571428571427,33.69642857142857,4.901785714285714,7.339285714285714,1.1443395277931476,275,324,0.5009107468123861,0.39416058394160586
train,ubuntu,documentation,30,26.6,28.866666666666667,3.7,6.5,1.1589096529964036,77,108,0.6936936936936937,0.5538461538461539
train,ubuntu,hardware,58,39.6551724137931,45.86206896551724,6.0344827586206895,10.293103448275861,1.2269324034235791,204,246,0.5828571428571429,0.4120603015075377
train,ubuntu,system,307,53.381107491856675,52.09446254071661,8.224755700325733,11.788273615635179,1.0217805427005935,749,668,0.2966336633663366,0.18458137607073777
train,ubuntu,ui_localization,1844,26.616052060737527,29.210412147505423,4.280368763557484,6.59002169197397,1.142166154212771,2474,1769,0.3134422906372735,0.1455727452271231
validation,envitech_reasoning,ai_ml,333,69.25825825825825,75.74174174174175,10.624624624624625,16.67867867867868,1.096975133277869,1122,935,0.31712832108535893,0.16834713719841557
validation,envitech_reasoning,coding,138,62.31159420289855,65.28985507246377,9.652173913043478,14.41304347826087,1.0514918820089607,578,615,0.4339339339339339,0.3092006033182504
validation,envitech_reasoning,command_cli,13,65.3076923076923,65.6923076923077,10.23076923076923,14.384615384615385,1.0209866401359786,88,130,0.6616541353383458,0.6951871657754011
validation,envitech_reasoning,documentation,4,53.25,48.75,8.25,11.5,0.9253846153846153,22,26,0.6666666666666666,0.5652173913043478
validation,envitech_reasoning,hardware,126,75.61904761904762,80.45238095238095,11.444444444444445,18.047619047619047,1.0617080720293974,514,497,0.3564493758668516,0.2185576077396658
validation,envitech_reasoning,system,57,67.89473684210526,73.24561403508773,9.578947368421053,15.596491228070175,1.0892327824129193,273,341,0.5,0.38357705286839144
validation,envitech_reasoning,ui_localization,8,64.25,61.25,11.125,14.25,0.9524878838377306,65,84,0.7303370786516854,0.7368421052631579
validation,gnome,coding,1,11.0,12.0,2.0,3.0,1.0909090909090908,2,3,1.0,1.0
validation,gnome,ui_localization,12,11.25,12.5,2.0,3.25,1.2167436891274102,22,35,0.9166666666666666,0.8974358974358975
validation,kde4,ai_ml,215,70.38139534883722,65.95813953488373,11.795348837209302,14.469767441860466,1.0622725685391445,916,760,0.361198738170347,0.24429443908711027
validation,kde4,coding,142,56.183098591549296,55.401408450704224,9.32394366197183,11.535211267605634,1.2717611720230177,546,503,0.4123867069486405,0.3070818070818071
validation,kde4,command_cli,51,37.92156862745098,38.411764705882355,6.215686274509804,8.156862745098039,1.0587384394735582,180,198,0.5678233438485805,0.47596153846153844
validation,kde4,documentation,40,36.15,38.95,5.95,8.525,1.1899344815257389,136,175,0.5714285714285714,0.5131964809384164
validation,kde4,hardware,91,43.43956043956044,45.032967032967036,7.34065934065934,10.175824175824175,1.2507589602196085,334,368,0.5,0.39740820734341253
validation,kde4,system,125,72.072,76.48,11.672,16.296,1.2587318717602975,569,564,0.3899931459904044,0.2768777614138439
validation,kde4,ui_localization,2707,22.819726634650905,23.82231252308829,3.7665312153675656,5.194311045437754,1.1960299649240225,2848,2187,0.2793252255786583,0.15553659056966077
validation,tech_viet_translation,ai_ml,2541,73.47107438016529,84.46477764659583,12.460448642266824,18.56198347107438,1.1515402464304438,6874,4304,0.21710567873160255,0.09125217317559259
validation,tech_viet_translation,coding,367,76.14441416893733,86.03542234332426,12.457765667574932,18.708446866485012,1.1306639953670452,2002,1662,0.4378827646544182,0.2420623361491407
validation,tech_viet_translation,command_cli,94,74.22340425531915,86.31914893617021,12.680851063829786,18.925531914893618,1.1613194844179098,658,744,0.552013422818792,0.418212478920742
validation,tech_viet_translation,documentation,5406,67.60469848316686,76.92156862745098,11.724195338512764,16.774509803921568,1.1398144092009235,10096,6474,0.15929063915053407,0.07139155078680678
validation,tech_viet_translation,hardware,465,74.6774193548387,85.2516129032258,12.776344086021505,18.696774193548386,1.147234893175872,2150,1764,0.3618919373842787,0.2028985507246377
validation,tech_viet_translation,system,278,78.10431654676259,88.75539568345324,12.97841726618705,19.201438848920862,1.1393744730137099,1525,1306,0.4226718403547672,0.24466092169351816
validation,tech_viet_translation,ui_localization,288,74.61458333333333,82.48263888888889,12.76388888888889,18.10763888888889,1.107097798663853,1326,1247,0.3607181719260065,0.23911792905081497
validation,ubuntu,ai_ml,28,48.107142857142854,47.214285714285715,7.392857142857143,10.642857142857142,1.0879268412757426,149,190,0.7198067632850241,0.6375838926174496
validation,ubuntu,coding,16,43.625,54.0,6.5625,11.1875,1.2961362343545253,87,134,0.8285714285714286,0.7486033519553073
validation,ubuntu,command_cli,13,31.0,34.84615384615385,5.0,7.230769230769231,1.162769357430483,47,70,0.7230769230769231,0.7446808510638298
validation,ubuntu,documentation,3,31.333333333333332,42.0,4.666666666666667,9.0,1.4741532976827092,14,24,1.0,0.8888888888888888
validation,ubuntu,hardware,8,29.5,35.875,4.625,8.0,1.1674739340180516,28,41,0.7567567567567568,0.640625
validation,ubuntu,system,37,52.75675675675676,53.24324324324324,8.513513513513514,11.891891891891891,1.005369180178001,177,212,0.5619047619047619,0.4818181818181818
validation,ubuntu,ui_localization,229,24.716157205240176,28.139737991266376,4.008733624454148,6.213973799126638,1.23829445589925,559,607,0.6089324618736384,0.4265635980323261
