raw_row_index,source_short_name,en_clean,vi_clean,audit_flags,suggested_it_subdomain,suggested_reason,manual_decision,manual_it_subdomain,manual_note
8552,envitech_reasoning,He really 'gắt' at the new intern's code style during the review.,Anh ấy 'gắt' kinh khủng với style code của thực tập sinh mới trong buổi review.,language_suspect,coding,audit_flag_manual_review:language_suspect,reject,,
8610,envitech_reasoning,This code is a bit 'bơ' (unclear); could you add more comments?,Đoạn code này hơi 'bơ'; bạn có thể thêm chú thích không?,language_suspect,coding,audit_flag_manual_review:language_suspect,reject,,
8615,envitech_reasoning,The code review comments were quite 'gắt' (harsh) but helpful.,Các bình luận code review khá 'gắt' nhưng hữu ích.,language_suspect,coding,audit_flag_manual_review:language_suspect,reject,,
8640,envitech_reasoning,The new developer is still 'bỡ ngỡ' (unfamiliar) with our codebase.,Developer mới vẫn còn 'bỡ ngỡ' với codebase của chúng ta.,language_suspect,coding,audit_flag_manual_review:language_suspect,reject,,
8665,envitech_reasoning,"I'm struggling with Git today, it's really bơ.","Hôm nay tôi vật lộn với Git quá, nó thực sự bơ.",language_suspect,,audit_flag_manual_review:language_suspect,reject,,
8687,envitech_reasoning,This solution is gắt (aggressive/over-engineered) for such a simple problem.,Giải pháp này hơi gắt cho một vấn đề đơn giản như vậy.,language_suspect,,audit_flag_manual_review:language_suspect,reject,,
8739,envitech_reasoning,"Your solution is efficient, but the implementation is a bit 'gắt' (overly complex/aggressive) for this simple task.","Giải pháp của bạn hiệu quả, nhưng cách triển khai hơi 'gắt' (phức tạp/khó hiểu) cho tác vụ đơn giản này.",language_suspect,ai_ml,audit_flag_manual_review:language_suspect,reject,,
8740,envitech_reasoning,"This new API is so easy to use, it's 'bơ'.",API mới này dễ dùng 'bơ' (dễ như bơ).,language_suspect,coding,audit_flag_manual_review:language_suspect,reject,,
8810,envitech_reasoning,Don't bơ the warnings from the linter; they're there for a reason.,Đừng bơ các cảnh báo từ linter; chúng có lý do của nó.,language_suspect,,audit_flag_manual_review:language_suspect,reject,,
8812,envitech_reasoning,The deadline is gắt; we need to work overtime.,Deadline gắt quá; chúng ta phải làm tăng ca thôi.,language_suspect,,audit_flag_manual_review:language_suspect,reject,,
8837,envitech_reasoning,"This code review comment is a bit gắt, maybe soften it a bit?","Bình luận code review này hơi gắt, có lẽ nên làm dịu nó một chút?",language_suspect,coding,audit_flag_manual_review:language_suspect,reject,,
9139,envitech_reasoning,This solution is a bit 'gắt' (overkill) for such a simple problem.,Giải pháp này hơi 'gắt' (quá mức) cho một vấn đề đơn giản như vậy.,language_suspect,,audit_flag_manual_review:language_suspect,reject,,
9140,envitech_reasoning,We should 'bơ' (ignore/forget) the old implementation and start fresh.,Chúng ta nên 'bơ' (bỏ qua) cách triển khai cũ và bắt đầu lại từ đầu.,language_suspect,ai_ml,audit_flag_manual_review:language_suspect,reject,,
9237,envitech_reasoning,"Cái logic này hơi bị gắt, có cách nào làm nhẹ nhàng hơn không?","This logic is a bit aggressive/complex, is there a smoother way?",language_suspect,,audit_flag_manual_review:language_suspect,reject,,
9238,envitech_reasoning,"Đoạn code này nhìn 'bơ' quá, chắc không cần thiết đâu.","This code looks 'ignored'/unnecessary, probably not needed.",language_suspect,coding,audit_flag_manual_review:language_suspect,reject,,
9239,envitech_reasoning,"Bạn 'khoe' code này hơi bị xịn đấy, chạy mượt thật.","You're showing off with this really cool code, it runs so smoothly.",language_suspect,coding,audit_flag_manual_review:language_suspect,reject,,
9240,envitech_reasoning,Thằng dev nào viết cái này 'gắt' vậy? Đọc muốn nổ não.,Which dev wrote this so 'aggressively' (complexly)? It's mind-boggling to read.,language_suspect,,audit_flag_manual_review:language_suspect,reject,,
9339,envitech_reasoning,"This piece of code is a bit ""gắt"" (aggressive/unnecessarily complex); simplify it.","Đoạn mã này hơi ""gắt"" (phức tạp/không cần thiết); hãy đơn giản hóa nó.",language_suspect,coding,audit_flag_manual_review:language_suspect,reject,,
9380,envitech_reasoning,The reviewer was really strict (gắt) about the minor formatting issues.,Người review đã rất gắt về các vấn đề định dạng nhỏ.,language_suspect,,audit_flag_manual_review:language_suspect,reject,,
9385,envitech_reasoning,Did you just completely ignore (bơ) my feedback on the pull request?,Bạn vừa bơ hoàn toàn phản hồi của tôi về pull request đó à?,language_suspect,,audit_flag_manual_review:language_suspect,reject,,
9481,envitech_reasoning,The code review feedback was quite 'gắt' (strict) but helpful.,Phản hồi code review khá 'gắt' (nghiêm khắc) nhưng hữu ích.,language_suspect,coding,audit_flag_manual_review:language_suspect,reject,,
9482,envitech_reasoning,Don't 'bơ' (ignore) the security vulnerabilities reported by the scanner.,Đừng 'bơ' (phớt lờ) các lỗ hổng bảo mật do công cụ quét báo cáo.,language_suspect,,audit_flag_manual_review:language_suspect,reject,,
9483,envitech_reasoning,He's been 'cày' (grinding) on that tricky bug all night.,Anh ấy đã 'cày' (làm việc miệt mài) với cái bug khó nhằn đó cả đêm.,language_suspect,,audit_flag_manual_review:language_suspect,reject,,
9636,envitech_reasoning,"This code is ""gắt"" (awesome/intense) but needs more documentation.","Đoạn code này 'gắt' đấy, nhưng cần thêm tài liệu.",language_suspect,coding;documentation,audit_flag_manual_review:language_suspect,reject,,
9639,envitech_reasoning,"Are you ""bơ"" (ignoring) the edge cases here?",Bạn có đang 'bơ' (bỏ qua) các trường hợp biên ở đây không?,language_suspect,,audit_flag_manual_review:language_suspect,reject,,
9701,envitech_reasoning,"This code is a bit 'bơ', try to make it more readable.","Đoạn code này hơi 'bơ', cố gắng làm cho nó dễ đọc hơn nhé.",language_suspect,coding,audit_flag_manual_review:language_suspect,reject,,
9712,envitech_reasoning,"This implementation is a bit 'gắt', can we simplify it?","Cách triển khai này hơi 'gắt', chúng ta có thể đơn giản hóa nó không?",language_suspect,ai_ml,audit_flag_manual_review:language_suspect,reject,,
9783,envitech_reasoning,This code is a bit 'bơ' (messy/confusing).,Đoạn code này hơi 'bơ'.,language_suspect,coding,audit_flag_manual_review:language_suspect,reject,,
9784,envitech_reasoning,Your solution is 'gắt' (impressive/sharp)!,Giải pháp của bạn 'gắt' đấy!,language_suspect,,audit_flag_manual_review:language_suspect,reject,,
9808,envitech_reasoning,"He completely ignored my feedback during the code review, really bơ.","Anh ấy bơ hết feedback của tôi trong buổi code review, thật là bơ.",language_suspect,coding,audit_flag_manual_review:language_suspect,reject,,
9810,envitech_reasoning,"The deadline for this feature is gắt, so we need to work fast.","Deadline cho tính năng này gắt quá, nên chúng ta phải làm nhanh.",language_suspect,,audit_flag_manual_review:language_suspect,reject,,
9887,envitech_reasoning,"This feature is a bit 'bơ', let's simplify the UX.","Tính năng này hơi 'bơ', hãy đơn giản hóa trải nghiệm người dùng.",language_suspect,,audit_flag_manual_review:language_suspect,reject,,
9888,envitech_reasoning,"Your solution is 'gắt', but maybe too complex for maintenance.","Giải pháp của bạn 'gắt' đấy, nhưng có lẽ quá phức tạp để bảo trì.",language_suspect,ai_ml,audit_flag_manual_review:language_suspect,reject,,
9933,envitech_reasoning,Don't 'bơ' the warnings from the linter; they are there for a reason.,Đừng 'bơ' các cảnh báo từ linter; chúng có lý do của nó.,language_suspect,,audit_flag_manual_review:language_suspect,reject,,
9937,envitech_reasoning,"That new developer is really sharp, code review comments are always 'gắt'.","Lập trình viên mới đó bén thật, bình luận code review lúc nào cũng 'gắt'.",language_suspect,coding,audit_flag_manual_review:language_suspect,reject,,
10000,envitech_reasoning,"The project manager just ""bơ"" our suggestions.","Quản lý dự án vừa ""bơ"" đi những đề xuất của chúng ta.",language_suspect,,audit_flag_manual_review:language_suspect,reject,,
10054,envitech_reasoning,"He just bơ'd my pull request, probably too busy.","Anh ấy vừa 'bơ' cái pull request của tôi, chắc bận quá.",language_suspect,,audit_flag_manual_review:language_suspect,reject,,
10055,envitech_reasoning,"This new framework is really gắt to learn, but powerful.","Framework mới này 'gắt' thật đấy, nhưng mà mạnh.",language_suspect,hardware,audit_flag_manual_review:language_suspect,reject,,
10080,envitech_reasoning,This code snippet is quite 'gắt' (aggressive/intense) in its approach to error handling.,Đoạn mã này khá 'gắt' trong cách xử lý lỗi.,language_suspect,coding,audit_flag_manual_review:language_suspect,reject,,
10086,envitech_reasoning,Can you 'bơ' (ignore) that warning for now? It's not critical.,Bạn có thể 'bơ' (bỏ qua) cảnh báo đó lúc này không? Nó không quan trọng.,language_suspect,,audit_flag_manual_review:language_suspect,reject,,
10174,envitech_reasoning,"The error handling here is a bit 'bơ', we need to be more robust.","Phần xử lý lỗi ở đây hơi 'bơ', chúng ta cần làm cho nó mạnh mẽ hơn.",language_suspect,,audit_flag_manual_review:language_suspect,reject,,
10324,envitech_reasoning,"I accidentally force-pushed to the main branch, now I'm bơ.","Tôi lỡ force-push lên nhánh chính rồi, giờ tôi bơ luôn.",language_suspect,ai_ml,audit_flag_manual_review:language_suspect,reject,,
10351,envitech_reasoning,"This code is a bit gắt, maybe simplify the logic.","Đoạn code này hơi gắt, có lẽ nên đơn giản hóa logic đi.",language_suspect,coding,audit_flag_manual_review:language_suspect,reject,,
10441,envitech_reasoning,"His Git skills are so good, he can rebase blindfolded. Anh ấy 'gắt' thật!","Kỹ năng Git của anh ấy 'gắt' thật, anh ấy có thể rebase mà không cần nhìn.",language_suspect,,audit_flag_manual_review:language_suspect,reject,,
10459,envitech_reasoning,"Add comments to explain the complex logic here, it's a bit 'bơ'.","Thêm bình luận để giải thích logic phức tạp ở đây, nó hơi 'bơ'.",language_suspect,ai_ml,audit_flag_manual_review:language_suspect,reject,,
10462,envitech_reasoning,"The logic here is a bit 'bơ', can you clarify what this part does?","Logic ở đây hơi 'bơ', bạn có thể làm rõ phần này làm gì không?",language_suspect,,audit_flag_manual_review:language_suspect,reject,,
11509,envitech_reasoning,"He was totally bơ the whole time, didn't pay attention to anything.","Anh ấy hoàn toàn bơ cả buổi, không để ý gì hết.",language_suspect,,audit_flag_manual_review:language_suspect,reject,,
11510,envitech_reasoning,She khoe về chiếc xe mới của mình suốt cả ngày.,Cô ấy khoe về chiếc xe mới của mình suốt cả ngày.,language_suspect,,audit_flag_manual_review:language_suspect,reject,,
11511,envitech_reasoning,The new policy was met with gắt reactions from the public.,Chính sách mới vấp phải những phản ứng gắt từ công chúng.,language_suspect,,audit_flag_manual_review:language_suspect,reject,,
11515,envitech_reasoning,The traffic was kẹt xe nặng nề do mưa lớn.,Giao thông kẹt xe nặng nề do mưa lớn.,language_suspect,,audit_flag_manual_review:language_suspect,reject,,
12811,envitech_reasoning,"He's always checking his investment portfolio, hoping for a quick 'bơ'.","Anh ấy luôn kiểm tra danh mục đầu tư của mình, hy vọng kiếm được 'bơ' nhanh chóng.",language_suspect,,audit_flag_manual_review:language_suspect,reject,,
12823,envitech_reasoning,We experienced 'gắt' competition in the e-commerce sector last year.,Chúng tôi đã trải qua sự cạnh tranh 'gắt' trong lĩnh vực thương mại điện tử vào năm ngoái.,language_suspect,,audit_flag_manual_review:language_suspect,reject,,
