raw_row_index,source_short_name,en_clean,vi_clean,audit_flags,suggested_it_subdomain,suggested_reason,manual_decision,manual_it_subdomain,manual_note
2366,tech_viet_translation,Android 12L Beta 2 rolled out for Lenovo Tab P12 Pro,None,extreme_length_ratio,documentation,audit_flag_manual_review:extreme_length_ratio,reject,,
2367,tech_viet_translation,Here’s why the original quality photo uploads deal on Pixel 3 is ending,None,extreme_length_ratio,documentation,audit_flag_manual_review:extreme_length_ratio,reject,,
2368,tech_viet_translation,WhatsApp chat backup may soon count against your Google Drive space,None,extreme_length_ratio,ai_ml,audit_flag_manual_review:extreme_length_ratio,reject,,
2369,tech_viet_translation,"These markets will get Snapdragon 8 Gen 1, Exynos 2200 on their Galaxy S22",None,extreme_length_ratio,documentation,audit_flag_manual_review:extreme_length_ratio,reject,,
2370,tech_viet_translation,"OnePlus Nord 2T pricing and launch in India leaked, here’s when",None,extreme_length_ratio,documentation,audit_flag_manual_review:extreme_length_ratio,reject,,
2371,tech_viet_translation,Jabra Elite 7 update brings multipoint connectivity,None,extreme_length_ratio,documentation,audit_flag_manual_review:extreme_length_ratio,reject,,
2372,tech_viet_translation,"Meta updates 3D Avatars for Facebook, Messenger, and Instagram Stories",None,extreme_length_ratio,hardware,audit_flag_manual_review:extreme_length_ratio,reject,,
2373,tech_viet_translation,Galaxy S22 may feature 25W charging while siblings to get 45W support,None,extreme_length_ratio,documentation,audit_flag_manual_review:extreme_length_ratio,reject,,
2374,tech_viet_translation,New Android Auto spotted with UI redesign and screen mirroring,None,extreme_length_ratio,ui_localization,audit_flag_manual_review:extreme_length_ratio,reject,,
2375,tech_viet_translation,More Galaxy S22 Ultra details confirmed ahead of official launch,None,extreme_length_ratio,ai_ml,audit_flag_manual_review:extreme_length_ratio,reject,,
2376,tech_viet_translation,"Telegram gets new Reactions, Interactive Emoji, and Video Stickers",None,extreme_length_ratio,hardware,audit_flag_manual_review:extreme_length_ratio,reject,,
2377,tech_viet_translation,iMessage reactions now showing properly on Google Messages Beta,None,extreme_length_ratio,documentation,audit_flag_manual_review:extreme_length_ratio,reject,,
2378,tech_viet_translation,Declutter your Continue Watching row with this option on Netflix,None,extreme_length_ratio,ui_localization,audit_flag_manual_review:extreme_length_ratio,reject,,
2379,tech_viet_translation,YouTube’s full screen video player gets a new interface,None,extreme_length_ratio,ui_localization,audit_flag_manual_review:extreme_length_ratio,reject,,
2380,tech_viet_translation,"Moto Edge 30 Pro renders leaked, global launch happening soon",None,extreme_length_ratio,documentation,audit_flag_manual_review:extreme_length_ratio,reject,,
2381,tech_viet_translation,Meta’s remote internet connectivity program Express Wi-Fi scrapped,None,extreme_length_ratio,coding;hardware,audit_flag_manual_review:extreme_length_ratio,reject,,
2382,tech_viet_translation,BlackBerry sells legacy patents related to mobile and messaging for $600M,None,extreme_length_ratio,documentation,audit_flag_manual_review:extreme_length_ratio,reject,,
2383,tech_viet_translation,Google Maps explains moderation for reviews on platform,None,extreme_length_ratio,ai_ml,audit_flag_manual_review:extreme_length_ratio,reject,,
2384,tech_viet_translation,Malicious authenticator app removed from Google Play Store,None,extreme_length_ratio,documentation,audit_flag_manual_review:extreme_length_ratio,reject,,
2385,tech_viet_translation,Galaxy Tab S8 series new leak reveals almost everything,None,extreme_length_ratio,documentation,audit_flag_manual_review:extreme_length_ratio,reject,,
2426,tech_viet_translation,"Xiaomi’s SU7 Ultra Electric Car has been Unveiled, Claiming 0-100 km/h in 1.97 seconds","Xiaomi's SU7 Ultra Electric Car has been revealed, boasting a 0-100 km/h acceleration time of 1.97 seconds",language_suspect,ai_ml,audit_flag_manual_review:language_suspect,reject,,
2518,tech_viet_translation,"2025 Cadillac Escalade gets fat screen, other IQ goodies, rolls on 24s","Bất kỳ ai đã từng theo dõi các sự kiện công nghệ nổi bật trong những năm gần đây đều biết rằng không có gì thú vị hơn khi thấy các công ty công nghệ khổng lồ của chúng ta mang những ý tưởng mới nhất về công nghệ ra đời. Trong những năm tới, người ta tin rằng công nghệ sẽ tiến xa hơn nữa, với những phát triển vượt bậc của trí tuệ nhân tạo (AI) và công nghệ tự động hóa. Mặc dù vậy, vẫn còn nhiều công ty đang làm việc với các dự án nhỏ hơn, những dự án có thể không quá nổi bật nhưng cũng đầy tiềm năng và có thể đem lại lợi ích lớn trong tương lai. Một trong những dự án đó là sự hợp tác giữa các công ty công nghệ lớn với các nhà phát triển phần mềm, nhà thiết kế đồ họa và các nhà sản xuất nội dung, nhằm tạo ra một hệ sinh thái công nghệ mới, dựa trên trí tuệ nhân tạo và các công nghệ mới nhất",extreme_length_ratio,ai_ml;ui_localization,audit_flag_manual_review:extreme_length_ratio,reject,,
2545,tech_viet_translation,"GC Daily: HMD’s Nokia Lumia-inspired smartphone is finally here, Xiaomi reclaims top spot in slow Indian smartphone market","GC Daily: HMD's Nokia Lumia-inspired smartphone is finally here, Xiaomi reclaims top spot in slow Indian smartphone market",language_suspect,ai_ml,audit_flag_manual_review:language_suspect,reject,,
2557,tech_viet_translation,Google’s goo․gl links will stop working in August 2025,Google's goo.gl links will stop working in August 2025,language_suspect,documentation,audit_flag_manual_review:language_suspect,reject,,
2648,tech_viet_translation,"What is CrowdStrike, and what happened?","CrowdStrike là một công ty an ninh mạng chuyên cung cấp các giải pháp an ninh đám mây và an ninh mạng dựa trên đám mây. Trong năm 2020, công ty đã trải qua một vụ tấn công mạng lớn, bị đánh cắp dữ liệu của nhiều khách hàng và thông tin cá nhân của nhân viên",extreme_length_ratio,system,audit_flag_manual_review:extreme_length_ratio,reject,,
2663,tech_viet_translation,Microsoft's new Xbox Game Pass Standard Tier is a 'degraded product' according to FTC,The Federal Trade Commission (FTC) has described Microsoft's new Xbox Game Pass Standard Tier as a 'degraded product',language_suspect,documentation,audit_flag_manual_review:language_suspect,reject,,
2785,tech_viet_translation,Here are the best Kindle deals right now,None,extreme_length_ratio,documentation,audit_flag_manual_review:extreme_length_ratio,reject,,
2834,tech_viet_translation,"Hisense’s 2024 Smart TVs Arrive in India: QLED, Mini LED & Google TV Options","Hisense's 2024 Smart TVs Arrive in India: QLED, Mini LED & Google TV Options",language_suspect,ui_localization,audit_flag_manual_review:language_suspect,reject,,
2865,tech_viet_translation,"Microsoft’s Designer AI image generator comes to iOS, Android with new features","Microsoft's Designer AI image generator is now available on iOS and Android, with new features",language_suspect,ai_ml,audit_flag_manual_review:language_suspect,reject,,
3153,tech_viet_translation,Huawei Pura 70 series shipments increased by 125% Y0Y as compared to the P60 series,Huawei Pura 70 series shipments increased by 125% YoY as compared to the P60 series,language_suspect,documentation,audit_flag_manual_review:language_suspect,reject,,
3353,tech_viet_translation,Canon’s new pro cameras have eye-controlled autofocus and stacked sensors,Canon's new professional cameras have eye-controlled autofocus and stacked sensors,language_suspect,documentation,audit_flag_manual_review:language_suspect,reject,,
3613,tech_viet_translation,The best noise-canceling headphones to buy right now,None,extreme_length_ratio,documentation,audit_flag_manual_review:extreme_length_ratio,reject,,
3683,tech_viet_translation,Top ten ways Intuit is revolutionizing personalization with generative AI,1. TOP 10 cách Intuit đang cách mạng hóa cá nhân hóa với trí tuệ nhân tạo tạo ra Intuit đang cách mạng hóa cá nhân hóa với trí tuệ nhân tạo tạo ra. Intuit đang cách mạng hóa cá nhân hóa với trí tuệ nhân tạo tạo ra. Intuit đang cách mạng hóa cá nhân hóa với trí tuệ nhân tạo tạo ra. Intuit đang cách mạng hóa cá nhân hóa với trí tuệ nhân tạo tạo ra. Intuit đang cách mạng hóa cá nhân hóa với trí tuệ nhân tạo tạo ra. Intuit đang cách mạng hóa cá nhân hóa với trí tuệ nhân tạo tạo ra. Intuit đang cách mạng hóa cá nhân hóa với trí tuệ nhân tạo tạo ra. Intuit đang cách mạng hóa cá nhân hóa với trí tuệ nhân tạo tạo ra. Intuit đang cách mạng hóa cá nhân hóa với trí tuệ nhân tạo tạo ra. Intuit đang cách mạng hóa cá nhân hóa với trí tuệ nhân tạo tạo ra,extreme_length_ratio,ai_ml;system,audit_flag_manual_review:extreme_length_ratio,reject,,
3949,tech_viet_translation,The best Xbox controller to buy right now,None,extreme_length_ratio,documentation,audit_flag_manual_review:extreme_length_ratio,reject,,
4006,tech_viet_translation,The best fitness tech for college students,None,extreme_length_ratio,documentation,audit_flag_manual_review:extreme_length_ratio,reject,,
4325,tech_viet_translation,The best gadgets for students under $50,None,extreme_length_ratio,documentation,audit_flag_manual_review:extreme_length_ratio,reject,,
4663,tech_viet_translation,The best finance and security apps for college students,None,extreme_length_ratio,documentation,audit_flag_manual_review:extreme_length_ratio,reject,,
4733,tech_viet_translation,"Intuit’s AI gamble: Mass layoff of 1,800 paired with hiring spree","Intuit's AI gamble: Mass layoff of 1,800 paired with hiring spree",language_suspect,ai_ml,audit_flag_manual_review:language_suspect,reject,,
4813,tech_viet_translation,The best budget TVs and streaming gadgets for students,None,extreme_length_ratio,documentation,audit_flag_manual_review:extreme_length_ratio,reject,,
5012,tech_viet_translation,3 ways to interact with Gemini from the MacOS desktop,"Cách tương tác với Gemini từ bảng điều khiển MacOS: 1. Kiểm tra trạng thái thiết bị: Để xem trạng thái của thiết bị, hãy mở ứng dụng Gemini trên bảng điều khiển MacOS. Ứng dụng sẽ hiển thị thông tin về trạng thái thiết bị và kết nối. 2. Kết nối thiết bị: Để kết nối thiết bị, hãy mở ứng dụng Gemini trên bảng điều khiển MacOS. Sau đó, hãy chọn thiết bị mà bạn muốn kết nối và nhấn nút kết nối. Ứng dụng sẽ tự động tạo kết nối. 3. Sử dụng thiết bị: Khi thiết bị được kết nối, bạn có thể sử dụng nó bằng cách mở ứng dụng Gemini trên bảng điều khiển MacOS. Ứng dụng sẽ hiển thị các tùy chọn thiết bị, cho phép bạn truy cập các tính năng khác nhau, chẳng hạn như máy in và máy quét",extreme_length_ratio,hardware;ui_localization,audit_flag_manual_review:extreme_length_ratio,reject,,
5394,tech_viet_translation,Samsung Galaxy Watch Ultra hands-on: ultra déjà vu,Samsung Galaxy Watch Ultra trải nghiệm tay: lại lặp lại quá khứ rất đáng nói,language_suspect,documentation,audit_flag_manual_review:language_suspect,reject,,
5409,tech_viet_translation,YouTube Music’s latest experiment is like ChatGPT for playlists,YouTube Music's latest experiment is like ChatGPT for playlists,language_suspect,documentation,audit_flag_manual_review:language_suspect,reject,,
5494,tech_viet_translation,The best laptops for college students,None,extreme_length_ratio,documentation,audit_flag_manual_review:extreme_length_ratio,reject,,
5497,tech_viet_translation,The best dorm room essentials for college students,None,extreme_length_ratio,documentation,audit_flag_manual_review:extreme_length_ratio,reject,,
5813,tech_viet_translation,"Apple Watch: How to see calories burned – active, passive, and total",None,extreme_length_ratio,documentation,audit_flag_manual_review:extreme_length_ratio,reject,,
6500,tech_viet_translation,Formula E team caught using RFID scanner that could grab live tire data from other cars,None,extreme_length_ratio,documentation,audit_flag_manual_review:extreme_length_ratio,reject,,
6745,tech_viet_translation,The best deals on MacBooks right now,None,extreme_length_ratio,documentation,audit_flag_manual_review:extreme_length_ratio,reject,,
6931,tech_viet_translation,Every smart home device that works with Matter,None,extreme_length_ratio,hardware,audit_flag_manual_review:extreme_length_ratio,reject,,
6982,tech_viet_translation,What is Automatic Super Resolution (Auto SR) in Windows 11 and how does it work?,"Chính quyền giải phóng hình ảnh tự động (Auto SR) là một tính năng trong Windows 11, cho phép cải thiện chất lượng hình ảnh bằng cách tăng độ phân giải không dây. Nó hoạt động bằng cách sử dụng một thuật toán học máy để dự đoán và cải thiện độ phân giải hình ảnh, qua đó cải thiện chất lượng hình ảnh khi hiển thị trên màn hình. Nó hoạt động bằng cách sử dụng thuật toán học máy để dự đoán và cải thiện độ phân giải hình ảnh, qua đó cải thiện chất lượng hình ảnh khi hiển thị trên màn hình",extreme_length_ratio,ai_ml;system;ui_localization,audit_flag_manual_review:extreme_length_ratio,reject,,
7087,tech_viet_translation,How we test smartwatches at ZDNET in 2024,"Trong khuôn khổ của quá trình kiểm tra, chúng tôi tập trung vào các yếu tố sau: 1. Thiết kế: Chúng tôi đánh giá thiết kế tổng thể, bao gồm cả kích thước, trọng lượng và cảm giác khi đeo. 2. Chức năng: Chúng tôi kiểm tra tất cả các tính năng có thể, bao gồm lịch, thông báo, theo dõi sức khỏe và khả năng kết nối. 3. Hiệu suất: Chúng tôi đánh giá thời lượng pin và tốc độ xử lý trong các tình huống sử dụng khác nhau. 4. Trải nghiệm người dùng: Chúng tôi đánh giá sự dễ sử dụng, khả năng tương tác và trải nghiệm tổng thể khi sử dụng. 5. Độc đáo: Chúng tôi tìm kiếm các tính năng độc đáo, điểm độc đáo hoặc các cải tiến thú vị, chẳng hạn như khả năng chống nước, khả năng chống bụi hoặc khả năng kết nối với các thiết bị khác. Bằng cách tập trung vào những yếu tố này, chúng tôi có thể đưa ra đánh giá toàn diện về chiếc đồng hồ thông minh cho người dùng",extreme_length_ratio,hardware,audit_flag_manual_review:extreme_length_ratio,reject,,
7108,tech_viet_translation,Here are the best Apple Watch deals right now,None,extreme_length_ratio,documentation,audit_flag_manual_review:extreme_length_ratio,reject,,
7135,tech_viet_translation,ASUS VZ249HFA-G and VZ27EHF Specifications and Release,"Thông số kỹ thuật và phát hành của ASUS VZ249HFA-G và VZ27EHF: Tên sản phẩm: ASUS VZ249HFA-G và VZ27EHF Thông số kỹ thuật: - Kích thước màn hình: 23,5 inch và 27 inch - Tần số quét: 75Hz (VZ249HFA-G) và 75Hz (VZ27EHF) - Độ phân giải: 1920x1080 (FHD) - Công nghệ màn hình: IPS (VZ249HFA-G) và TN (VZ27EHF) - Góc nhìn: 178 độ (VZ249HFA-G) và 178 độ (VZ27EHF) - Tích hợp: VGA và HDMI - Độ sáng: 250cd/m2 (VZ249HFA-G) và 250cd/m2 (VZ27EHF) - Độ tương phản: 1000:1 (VZ249HFA-G) và 1000:1 (VZ27EHF) - Màu sắc: 125% sRGB (VZ249HFA-G) và 100% sRGB (VZ27EHF) - Độ phân giải cảm ứng: 10-đến 1000dpi Phát hành: - VZ249HFA-G: Ngày phát hành không được cung cấp - VZ27EHF: Ngày phát hành không được cung cấp Lưu ý: Thông số kỹ thuật và ngày phát hành có thể thay đổi tùy theo từng thị trường cụ thể",extreme_length_ratio,documentation,audit_flag_manual_review:extreme_length_ratio,reject,,
7218,tech_viet_translation,Traveling this week? I can't live without these 5 gadgets when I jet set,"Đang đi du lịch tuần này? Tôi không thể sống thiếu những 5 dụng cụ này khi tôi đi du lịch: 1. Điện thoại thông minh: Một chiếc điện thoại thông minh giúp bạn kết nối với gia đình, bạn bè và chia sẻ những trải nghiệm thú vị của mình. 2. Máy ảnh: Bạn luôn muốn ghi lại những khoảnh khắc đẹp khi đi du lịch, và máy ảnh sẽ giúp bạn có những bức ảnh chất lượng tốt nhất. 3. Phần mềm bản đồ: Bạn sẽ cần một ứng dụng bản đồ trên điện thoại thông minh của mình để điều hướng khi đi du lịch. 4. Tai nghe không dây: Tai nghe không dây giúp bạn nghe nhạc hoặc xem phim mà không làm phiền người khác xung quanh. 5. Chất làm mát pin: Bạn không muốn cất giữ thiết bị trong hộp riêng, nhưng bạn sẽ cần một chất làm mát pin để đảm bảo thiết bị của bạn hoạt động bình thường trong suốt chuyến đi",extreme_length_ratio,ai_ml;hardware,audit_flag_manual_review:extreme_length_ratio,reject,,
7511,tech_viet_translation,The best fitness trackers to buy right now,None,extreme_length_ratio,documentation,audit_flag_manual_review:extreme_length_ratio,reject,,
7525,tech_viet_translation,Here are the best iPad deals right now,None,extreme_length_ratio,documentation,audit_flag_manual_review:extreme_length_ratio,reject,,
7863,tech_viet_translation,The best phone to buy right now,None,extreme_length_ratio,documentation,audit_flag_manual_review:extreme_length_ratio,reject,,
8163,tech_viet_translation,How to choose the best TV for gaming right now,None,extreme_length_ratio,documentation,audit_flag_manual_review:extreme_length_ratio,reject,,
8244,tech_viet_translation,How to fix a cracked phone screen: 5 options,"Làm thế nào để sửa màn hình điện thoại bị vỡ: 5 cách 1. Thay thế màn hình: Nếu điện thoại của bạn không còn bảo hành, bạn có thể xem xét thay thế màn hình. Điều này thường có sẵn cho một số điện thoại cũ hơn. 2. Cẩn thận với điện thoại: Hãy cẩn thận hơn với điện thoại của bạn, chẳng hạn như không đặt nó trong túi quần hoặc đặt nó ở nơi có bề mặt sắc. Điều này có thể giúp bạn tránh làm vỡ màn hình. 3. Bảo vệ màn hình: Sử dụng vỏ điện thoại hoặc vỏ bảo vệ màn hình là một cách tốt để bảo vệ điện thoại của bạn khỏi vỡ màn hình. 4. Đặt bảo vệ màn hình: Bạn có thể cân nhắc đặt bảo vệ màn hình để bảo vệ điện thoại của bạn khỏi trầy xước. 5. Bảo trì và sử dụng đúng cách: Duy trì điện thoại đúng cách bằng cách sạc nó đúng cách và sử dụng các ứng dụng thích hợp có thể giúp bạn tránh vỡ màn hình",extreme_length_ratio,ui_localization,audit_flag_manual_review:extreme_length_ratio,reject,,
8525,tech_viet_translation,Logitech G515 LIGHTSPEED TKL Wireless Gaming Keyboard:,"Bàn phím chơi game không dây Logitech G515 LIGHTSPEED: Logitech G515 LIGHTSPEED là một bàn phím chơi game không dây, rất phù hợp cho những người yêu thích chơi game. Nó có nhiều tính năng tiên tiến, bao gồm kết nối không dây LIGHTSPEED nhanh chóng và đáng tin cậy, hệ thống đèn RGB được điều chỉnh bằng ứng dụng, các phím cơ bản được thiết kế tốt và nhiều tiện ích khác. Bàn phím này là một công cụ mạnh mẽ và tốt cho bất kỳ người chơi nào, dù là người mới bắt đầu hay người có kinh nghiệm",extreme_length_ratio,system,audit_flag_manual_review:extreme_length_ratio,reject,,
8594,tech_viet_translation,Hands-on: Motorola’s Razr and Razr+ bring much-needed changes to the table,"Mở tay: Dòng Motorola Razr và Razr+ mang đến những thay đổi cần thiết - Hands-on: Motorola’s Razr and Razr+ bring much-needed changes to the table Trong văn bản này, bài viết về việc dòng Razr và Razr+ của Motorola mang đến những thay đổi cần thiết. Bài viết này không chỉ nói về những thay đổi mà dòng sản phẩm mới của Motorola mang lại, mà còn mô tả tầm quan trọng của những thay đổi đó trong thế giới công nghệ hiện tại",extreme_length_ratio,documentation,audit_flag_manual_review:extreme_length_ratio,reject,,
8655,tech_viet_translation,AirPods Max 2 and new Apple AirPods: Here’s when to expect them,None,extreme_length_ratio,ai_ml,audit_flag_manual_review:extreme_length_ratio,reject,,
8678,tech_viet_translation,"Microsoft's new laptops' repairability stuns iFixit, sets high bar for rivals (looking at you, Apple)","Microsoft's new laptop's repairability amazes iFixit, sets high bar for rivals (looking at you, Apple)",language_suspect,ai_ml,audit_flag_manual_review:language_suspect,reject,,
8852,tech_viet_translation,Kingston FURY Renegade RGB Limited Edition DDR5 Memory Specifications,Kingston FURY Renegade RGB Limited Edition DDR5 Memory Specifications: - Tốc độ: 5600 MHz - Nền tảng: DDR5 - Đổi bộ nhớ: DDR - Khối lượng RAM: 16GB - Định dạng: DIMM - Lượt: 1 - Tốc độ tối đa: 5600 MHz - Cân bằng: DDR5-4800 - Công suất tiêu thụ: 1.1V - Công nghệ: JEDEC - Chế độ khởi động: Automatic (X) - Điều khiển: RGB - Kết nối: 288 pin - Bộ nhớ tương thích: Intel 12th và 13th Gen và AMD Ryzen 5000 và 7000 Series,extreme_length_ratio,hardware,audit_flag_manual_review:extreme_length_ratio,reject,,
9003,tech_viet_translation,How to sign up for Amazon Prime,None,extreme_length_ratio,documentation,audit_flag_manual_review:extreme_length_ratio,reject,,
9905,tech_viet_translation,Anker’s fastest power bank is matching its lowest price,Anker's fast power bank is matching its lowest price,language_suspect,documentation,audit_flag_manual_review:language_suspect,reject,,
10069,tech_viet_translation,Best over-ear headphones: AirPods Max vs the competition,None,extreme_length_ratio,ai_ml,audit_flag_manual_review:extreme_length_ratio,reject,,
10694,tech_viet_translation,How to run a Windows app on Linux with Wine,None,extreme_length_ratio,system;ui_localization,audit_flag_manual_review:extreme_length_ratio,reject,,
11075,tech_viet_translation,What is ChatGPT and why does it matter? Here's what you need to know,None,extreme_length_ratio,documentation,audit_flag_manual_review:extreme_length_ratio,reject,,
11350,tech_viet_translation,The best smartphone you can buy for under $500,None,extreme_length_ratio,documentation,audit_flag_manual_review:extreme_length_ratio,reject,,
11604,tech_viet_translation,LinkedIn Premium subscribers get more AI-powered job hunt tools. Here's what's new,"Theo dõi LinkedIn Premium, người dùng sẽ được hưởng lợi từ công cụ tìm việc được hỗ trợ bởi AI mới nhất. Đây là những gì mới: - Những công cụ tìm việc được hỗ trợ bởi AI này sẽ giúp người dùng xác định nội dung phù hợp với hồ sơ cá nhân của họ. - Công cụ tìm kiếm này sẽ tự động điều chỉnh dựa trên hồ sơ của người dùng. - Công cụ tìm việc mới sẽ giúp người dùng tìm việc dựa trên ngành công nghiệp, địa điểm, mức lương và các ưu đãi khác. - Công cụ tìm việc này sẽ cho phép người dùng tìm việc với vị trí cụ thể, từ đó giúp họ tìm việc dễ dàng hơn. - Công cụ tìm việc này cũng sẽ đề xuất những công việc phù hợp với khả năng và sở thích của người dùng. - Công cụ tìm việc mới này sẽ giúp người dùng tìm việc nhanh hơn, dễ dàng hơn. - Công cụ tìm việc này sẽ tự động tìm kiếm và đề xuất công việc phù hợp với người dùng",extreme_length_ratio,ai_ml,audit_flag_manual_review:extreme_length_ratio,reject,,
11747,tech_viet_translation,Ancient Maya DNA shows male kids were sacrificed in pairs at Chichén Itzá,"DNA cổ xưa của người Maya cho thấy, tại Chichén Itzá, các bé trai được cúng dường đôi khi",language_suspect,ai_ml,audit_flag_manual_review:language_suspect,reject,,
11952,tech_viet_translation,How to use ChatGPT to write Excel formulas,None,extreme_length_ratio,documentation,audit_flag_manual_review:extreme_length_ratio,reject,,
12157,tech_viet_translation,How to downgrade from Windows 11 to Windows 10 (there's a catch),None,extreme_length_ratio,system;ui_localization,audit_flag_manual_review:extreme_length_ratio,reject,,
12325,tech_viet_translation,Google’s June Pixel feature drop brings Gemini Nano AI model to Pixel 8 and 8a users,Google's June Pixel feature drop brings the Gemini Nano AI model to Pixel 8 and 8a users,language_suspect,ai_ml,audit_flag_manual_review:language_suspect,reject,,
12366,tech_viet_translation,Minisforum’s Intel i9-14900HX-powered AtomMan G7 Ti mini PC unveiled with a sleek vertical enclosure design,Minisforum's Intel i9-14900HX-powered AtomMan G7 Ti mini PC unveiled with a sleek vertical enclosure design,language_suspect,documentation,audit_flag_manual_review:language_suspect,reject,,
13073,tech_viet_translation,How to Speak With ChatGPT in the Background on iPhone,"Để nói chuyện với ChatGPT trong bối cảnh iPhone, bạn có thể làm theo các bước sau: 1. Tải xuống ứng dụng iMessage hoặc WhatsApp trên iPhone của bạn. 2. Mở ứng dụng và tìm biểu tượng ChatGPT ở góc trên cùng bên phải của màn hình. 3. Nhấn vào biểu tượng đó để mở cửa sổ ChatGPT. 4. Đặt câu hỏi hoặc câu trả lời trong cửa sổ này. 5. Nhấn nút gửi để gửi câu hỏi hoặc câu trả lời của bạn. Lưu ý: Để sử dụng ChatGPT, bạn cần kết nối với Wi-Fi hoặc dữ liệu di động",extreme_length_ratio,ui_localization,audit_flag_manual_review:extreme_length_ratio,reject,,
