raw_row_index,source_short_name,en_clean,vi_clean,audit_flags,suggested_it_subdomain,suggested_reason,manual_decision,manual_it_subdomain,manual_note
2046,kde4,"Here, select the type of effect to apply to an image. Fish Eyes: warps the photograph around a 3D spherical shape to reproduce the common photograph'Fish Eyes' effect. Twirl: spins the photograph to produce a Twirl pattern. Cylinder Hor.: warps the photograph around a horizontal cylinder. Cylinder Vert.: warps the photograph around a vertical cylinder. Cylinder H/ V.: warps the photograph around 2 cylinders, vertical and horizontal. Caricature: distorts the photograph with the'Fish Eyes' effect inverted. Multiple Corners: splits the photograph like a multiple corners pattern. Waves Horizontal: distorts the photograph with horizontal waves. Waves Vertical: distorts the photograph with vertical waves. Block Waves 1: divides the image into cells and makes it look as if it is being viewed through glass blocks. Block Waves 2: like Block Waves 1 but with another version of glass blocks distortion. Circular Waves 1: distorts the photograph with circular waves. Circular Waves 2: another variation of the Circular Waves effect. Polar Coordinates: converts the photograph from rectangular to polar coordinates. Unpolar Coordinates: the Polar Coordinate effect inverted. Tile: splits the photograph into square blocks and moves them randomly inside the image.","Ở đây hãy chọn kiểu hiệu ứng cần áp dụng cho ảnh. Mắt cá: làm oằn ảnh chụp chung quanh hình bầu ba chiều để tạo lại hiệu ứng « Mắt cá » ảnh chụp bình thường. Quay nhanh: quay ảnh chụp để tạo một mẫu cuồn cuộn. Hình trụ ngang: làm oằn ảnh chụp chung quanh một hình trụ ngang. Hình trụ dọc: làm oằn ảnh chụp chung quanh một hình trụ dọc. Hình trụ ngang/ dọc: làm oằn ảnh chụp chung quanh hai hình trụ, ngang và dọc. Vẽ biếm hoạ: méo mó ảnh chụp bằng hiệu ứng « Mắt cá » được đảo ngược. Đa góc: chia tách ảnh chịu giống như mẫu đa góc. Sóng ngang: méo mó ảnh chụp bằng sóng ngang. Sóng dọc: méo mó ảnh chụp bằng sóng dọc. Sóng khối 1: chia ảnh ra nhiều ô và làm cho nó hình như nó được xem qua khối thủy tinh. Sóng khối 2: giống như Sóng khối 1 mà có phiên bản khác của sự méo mó khối thủy tinh. Sóng hình tròn 1: méo móc ảnh chụp bằng sóng hình tròn. Sóng hình tròn 2: sự biến đổi khác của hiệu ứng Sóng hình tròn. Toạ độ cực: chuyển đổi ảnh chụp từ toạ độ chữ nhật sang toạ độ cực. Toạ độ cực ngược: đảo ngược hiệu ứng Toạ độ cực. Lát: chia tách ảnh chụp ra nhiều khối hình vuông và di chuyển chúng một cách ngẫu nhiên bên trong ảnh đó.",very_long_pair,coding;ai_ml,audit_flag_manual_review:very_long_pair,approve,,
2268,kde4,"Perceptual intent causes the full gamut of the image to be compressed or expanded to fill the gamut of the destination media, so that gray balance is preserved but colorimetric accuracy may not be preserved. In other words, if certain colors in an image fall outside of the range of colors that the output device can render, the image intent will cause all the colors in the image to be adjusted so that every color in the image falls within the range that can be rendered and so that the relationship between colors is preserved as much as possible. This intent is most suitable for display of photographs and images, and is the default intent. Absolute Colorimetric intent causes any colors that fall outside the range that the output device can render to be adjusted to the closest color that can be rendered, while all other colors are left unchanged. This intent preserves the white point and is most suitable for spot colors (Pantone, TruMatch, logo colors,...). Relative Colorimetric intent is defined such that any colors that fall outside the range that the output device can render are adjusted to the closest color that can be rendered, while all other colors are left unchanged. Proof intent does not preserve the white point. Saturation intent preserves the saturation of colors in the image at the possible expense of hue and lightness. Implementation of this intent remains somewhat problematic, and the ICC is still working on methods to achieve the desired effects. This intent is most suitable for business graphics such as charts, where it is more important that the colors be vivid and contrast well with each other rather than a specific color.","Ý định dựa vào nhận thức gây ra toàn bộ phạm vi của ảnh được nén hay mở rộng để chiếm toàn bộ phạm vi của thiết bị đích, để bảo tồn cán cân màu xám còn có thể không bảo tồn độ chính xác đo màu. Tức là nếu một số màu sắc nào đó trong ảnh nằm ở ngoại phạm vi màu sắc mà thiết bị xuất có thể vẽ, ý định hình sẽ gây ra tất cả các màu sắc trong ảnh được điều chỉnh để mọi màu trong ảnh nằm trong phạm vi có thể được vẽ, và quan hệ giữa các màu khác nhau được bảo tồn càng nhiều càng có thể. Ý định này thích hợp nhất để hiển thị ảnh chụp và ảnh: nó là ý định mặc định. Ý định đo màu tuyệt đối gây ra màu nào nằm ở ngoại phạm vi mà thiết bị xuất có thể vẽ sẽ được điều chỉnh thành màu gần nhất có thể được vẽ, còn để lại các màu khác không được thay đổi. Ý định này bảo tồn điểm màu trắng và là thích hợp nhất với màu sắc chấm (Pantone, TruMatch, màu sắc biểu hình...). Ý định đo màu tương đối được xác định để cho màu nào nằm ở ngoại phạm vi mà thiết bị xuất có thể vẽ sẽ được điều chỉnh thành màu gần nhất có thể được vẽ, còn để lại các màu khác không được thay đổi. Ý định kiểm lỗi không bảo tồn điểm màu trắng. Ý định độ bão hoà bảo tồn độ bão hoà của màu sắc trong ảnh trả giá bằng sắc màu và độ nhạt. Chưa thực hiện được ý định này, và ICC vẫn còn phát triển phương pháp tạo hiệu ứng đã muốn. Ý định này thích hợp nhất với đồ họa doanh nghiệp như sơ đồ, trong đó quan trọng hơn có màu sắc sặc sỡ và tương phản nhau, hơn là một màu sắc riêng có chất lượng cao.",very_long_pair,ai_ml;hardware;ui_localization,audit_flag_manual_review:very_long_pair,approve,,
2734,kde4,Original Colors:,Gốc,extreme_length_ratio,ui_localization,audit_flag_manual_review:extreme_length_ratio,reject,,
2938,kde4,Remove Group,Bỏ,extreme_length_ratio,ui_localization,audit_flag_manual_review:extreme_length_ratio,reject,,
2959,kde4,Color Depth,Độ sâu màu: Find pictures with any color depth / 8 bits per channel...,extreme_length_ratio,ui_localization,audit_flag_manual_review:extreme_length_ratio,reject,,
3164,kde4,Click To Exit...,"Nhấn để thoát... Reason for inhibiting the screensaver activation, when the presentation mode is active",extreme_length_ratio,ui_localization;command_cli,audit_flag_manual_review:extreme_length_ratio,reject,,
3326,kde4,"If this option is enabled, digiKam does not apply the workspace color profile to an image, without prompting you about missing embedded profiles or embedded profiles different from the workspace profile.","Chuyển vào Sọt Rác, không cần xác nhận",extreme_length_ratio,ui_localization,audit_flag_manual_review:extreme_length_ratio,reject,,
3328,kde4,Input:,Ở đây hãy chọn hồ sơ màu thích hợp với bộ trình bày (thiết bị màn hình) của máy tính này. Bạn hãy bật tùy chọn Dùng ô xem có màu đã quản lý để sử dụng hồ sơ này.,extreme_length_ratio,hardware;ui_localization,audit_flag_manual_review:extreme_length_ratio,reject,,
3329,kde4,Select a default profile for your input device (usually your camera or your scanner),Nhập:,extreme_length_ratio,hardware,audit_flag_manual_review:extreme_length_ratio,reject,,
3330,kde4,Soft proof:,"Bạn cần phải chọn hồ sơ thích hợp với thiết bị nhập (thường là máy ảnh, máy quét v. v.)",extreme_length_ratio,hardware,audit_flag_manual_review:extreme_length_ratio,reject,,
3335,kde4,"Only embed the color workspace profile in the image, do not change the image.",Gán,extreme_length_ratio,ui_localization,audit_flag_manual_review:extreme_length_ratio,reject,,
3339,kde4,"You have selected the ""Default built-in sRGB profile""",Thiết lập,extreme_length_ratio,ui_localization,audit_flag_manual_review:extreme_length_ratio,reject,,
3345,kde4,Workspace:,Đường dẫn mặc định đến thư mục hồ sơ màu. Bạn phải cất giữ mọi hồ sơ màu của mình trong thư mục này.,extreme_length_ratio,ui_localization,audit_flag_manual_review:extreme_length_ratio,reject,,
3346,kde4,"All the images will be converted to the color space of this profile, so you must select a profile appropriate for editing. These color profiles are device independent.",Vùng làm việc:,extreme_length_ratio,hardware,audit_flag_manual_review:extreme_length_ratio,reject,,
3351,kde4,power,digiKam đã không gỡ bỏ được hồ sơ màu không hợp lệ nên bạn tự gỡ bỏ.,extreme_length_ratio,ui_localization,audit_flag_manual_review:extreme_length_ratio,reject,,
3376,kde4,Identity,Bật tùy chọn này để cất giữ sự giống hệt nhà nhiếp ảnh mặc định vào thẻ IPTC dùng thiết lập siêu dữ liệu của digiKam.,extreme_length_ratio,ui_localization,audit_flag_manual_review:extreme_length_ratio,reject,,
3381,kde4,Fast,"Nếu bạn bấm cái nút này, mọi giá trị của đường cong từ kênh được chọn hiện thời sẽ bị đặt lại thành giá trị mặc định.",extreme_length_ratio,ui_localization,audit_flag_manual_review:extreme_length_ratio,reject,,
3383,kde4,Use this button to scan whole collection to find all duplicate items.,& Cuối,extreme_length_ratio,ui_localization,audit_flag_manual_review:extreme_length_ratio,reject,,
3384,kde4,Rebuilding all image thumbnails can take some time. Do you want to continue?,Ngưỡng:,extreme_length_ratio,ai_ml,audit_flag_manual_review:extreme_length_ratio,reject,,
3387,kde4,Image Properties,Tiến trình xây dựng lại mọi ảnh mẫu của ảnh có thể kéo dài một lát. Bạn vẫn muốn tiếp tục không?,extreme_length_ratio,ui_localization,audit_flag_manual_review:extreme_length_ratio,reject,,
3404,kde4,Points:,Tải mọi tham số lọc từ tập tin văn bản thiết lập.,extreme_length_ratio,ui_localization,audit_flag_manual_review:extreme_length_ratio,reject,,
3406,kde4,Enable this option to flip horizontally guidelines.,Phạm vi:,extreme_length_ratio,ui_localization;documentation,audit_flag_manual_review:extreme_length_ratio,reject,,
3407,kde4,Here you can see the black and white conversion tool preview. You can pick color on image to see the color level corresponding on histogram.,Lật ngang,extreme_length_ratio,hardware,audit_flag_manual_review:extreme_length_ratio,reject,,
3408,kde4,Here you can see the auto-color correction tool preview. You can pick color on image to see the color level corresponding on histogram.,Lật dọc,extreme_length_ratio,hardware,audit_flag_manual_review:extreme_length_ratio,reject,,
3420,kde4,New Album...,Ở đây có ô xem thử cách điều chỉnh cán cân màu của ảnh. Bạn có thể kén màu trên ảnh để xem cấp màu tương ứng trong biểu đồ tần xuất.,extreme_length_ratio,ui_localization,audit_flag_manual_review:extreme_length_ratio,reject,,
3421,kde4,New Album From Selection,Ở đây hãy chọn định sẵn lọc cần dùng khi phục hồi lại ảnh chụp: Không có: những giá trị thường nhất; đặt thiết lập thành mặc định. giảm nhiễu đồng dạng: giảm đồ tạo tác ảnh nhỏ như nhiễu máy nhạy. Giảm đồ tạo tác JPEG: giảm đồ tạo tác ảnh lớn như đồ khảm nén JPEG. Giảm đồ họa tiết hoá: giảm đồ tạo tác ảnh như họa tiết giấy hay mẫu Moire của ảnh đã quét.,extreme_length_ratio,ui_localization,audit_flag_manual_review:extreme_length_ratio,reject,,
3423,kde4,Update Metadata Database...,& Lùi,extreme_length_ratio,ui_localization,audit_flag_manual_review:extreme_length_ratio,reject,,
3424,kde4,Focal:,Cập nhật cơ sở dữ liệu siêu dữ liệu...,extreme_length_ratio,ui_localization,audit_flag_manual_review:extreme_length_ratio,reject,,
3430,kde4,Family,Hồ sơ theo đây không phải hợp lệ:,extreme_length_ratio,ui_localization,audit_flag_manual_review:extreme_length_ratio,reject,,
3467,kde4,This shows all root albums used by digiKam as collections.,Xoay phải,extreme_length_ratio,ui_localization,audit_flag_manual_review:extreme_length_ratio,reject,,
3469,kde4,& New,Lỗi lưu tập tin «% 1 » vào «% 2 ».,extreme_length_ratio,ui_localization,audit_flag_manual_review:extreme_length_ratio,reject,,
3470,kde4,Path:,Ở đây bạn có thể xem danh sách các máy ảnh điện số được dùng bởi digiKam qua giao diện Gphoto.,extreme_length_ratio,ui_localization,audit_flag_manual_review:extreme_length_ratio,reject,,
3471,kde4,Sorry you cannot use your home directory as the root album.,Kiểu:,extreme_length_ratio,ui_localization,audit_flag_manual_review:extreme_length_ratio,reject,,
3472,kde4,"You do n't seem to have write access to this root album. Without this access, image and metadata editing will not work.",& Xem,extreme_length_ratio,ui_localization,audit_flag_manual_review:extreme_length_ratio,reject,,
3474,kde4,Modified:,Tiếc là không thể đặt thư mục chính làm thư viện tập ảnh.,extreme_length_ratio,ui_localization,audit_flag_manual_review:extreme_length_ratio,reject,,
3475,kde4,Size:,Không có quyền ghi vào đường dẫn này. Cảnh báo: tính năng ghi chú và thẻ sẽ không hoạt động được.,extreme_length_ratio,ui_localization,audit_flag_manual_review:extreme_length_ratio,reject,,
3490,kde4,Hardware handling using KDE4 Solid interface,Tải về:,extreme_length_ratio,hardware,audit_flag_manual_review:extreme_length_ratio,reject,,
3494,kde4,A new tool to perform advanced searches based on photo meta-information,Máy ảnh,extreme_length_ratio,ui_localization,audit_flag_manual_review:extreme_length_ratio,reject,,
3503,kde4,Print image file name,"Bật tùy chọn này để nạp kích cỡ ảnh đầy đủ trong ô xem thử nhúng, thay cho kích cỡ bị giảm. Vì tùy chọn này sẽ nạp chậm hơn, khuyên bạn chỉ sử dụng nó trên máy tính chạy nhanh.",extreme_length_ratio,ui_localization,audit_flag_manual_review:extreme_length_ratio,reject,,
3508,kde4,"Set this option to load the full image size with an embedded preview, instead of a reduced size. Because this option will take more time to load images, use it only if you have a fast computer.",Hỗ trợ siêu dữ liệu RAW,extreme_length_ratio,ui_localization,audit_flag_manual_review:extreme_length_ratio,reject,,
3509,kde4,Root Album Paths,"digiKam sẽ cất giữ những tập ảnh bạn tạo trong một Thư mục Thư Viện Tập Ảnh chung. Bên dưới, xin hãy chọn thư mục nào bạn muốn digiKam dùng là thư mục Thư Viện Tập Ảnh dùng chung. Đừng chọn đường dẫn lắp nằm trên máy ở xa.",extreme_length_ratio,ui_localization,audit_flag_manual_review:extreme_length_ratio,reject,,
3513,kde4,RAW camera supported,"Ở đây hãy chọn tỷ lệ biểu đồ tần xuất. Nếu ảnh có số đếm tối đa nhỏ, bạn có thể dùng tỷ lệ tuyến. Còn nếu ảnh có số đếm tối đa lớn, bạn có thể dùng tỷ lệ loga; nếu dùng, mọi giá trị (cả nhỏ lẫn lớn) sẽ được hiển thị trong đồ thị.",extreme_length_ratio,ui_localization,audit_flag_manual_review:extreme_length_ratio,reject,,
3515,kde4,"Below, set the location on your computer where the digiKam database file will be stored. Write access is required to be able to edit image properties. Please note that you cannot use a remote file system here, such as NFS.",Bản dịch Đan Mạch,extreme_length_ratio,system,audit_flag_manual_review:extreme_length_ratio,reject,,
3517,kde4,"Select the histogram scale. If the date count's maximal values are small, you can use the linear scale. Logarithmic scale can be used when the maximal values are big; if it is used, all values (small and large) will be visible on the graph.",Marcus Meissner,extreme_length_ratio,hardware,audit_flag_manual_review:extreme_length_ratio,reject,,
3524,kde4,Hungarian translations,Ở đây hãy chọn kênh biểu đồ tần xuất cần hiển thị: Độ trưng: hiển thị các giá trị độ trưng (độ dáng đã thấy). Đỏ: hiển thị kênh ảnh màu đỏ. Lục: hiển thị kênh ảnh màu lục. Xanh: hiển thị kênh ảnh màu xanh. Anfa: hiển thị kênh ảnh anfa. Kênh này tương ứng với giá trị độ trong suốt và được hỗ trợ bởi một số định dạng ảnh như PNG hay TIFF. Màu sắc: hiển thị tất cả các giá trị kênh màu cùng lúc.,extreme_length_ratio,ui_localization,audit_flag_manual_review:extreme_length_ratio,reject,,
3525,kde4,Jasper van der Marel,"Ở đây hãy chọn tỷ lệ biểu đồ tần xuất. Nếu ảnh có số đếm tối đa nhỏ, bạn có thể dùng tỷ lệ tuyến. Còn nếu ảnh có số đếm tối đa lớn, bạn có thể dùng tỷ lệ loga; nếu dùng, mọi giá trị (cả nhỏ lẫn lớn) sẽ được hiển thị trong đồ thị.",extreme_length_ratio,ui_localization,audit_flag_manual_review:extreme_length_ratio,reject,,
3528,kde4,Select the histogram channel to displayhere: Luminosity: Display luminosity (perceived brightness) values. Red: Display the red image channel. Green: Display the green image channel. Blue: Display the blue image channel. Alpha: Display the alpha image channel. This channel corresponds to the transparency value and is supported by some image formats such as PNG or TIFF. Colors: Display all color channel values at the same time.,Vùng chọn,extreme_length_ratio,hardware;ui_localization,audit_flag_manual_review:extreme_length_ratio,reject,,
3530,kde4,Linear,Ở đây hãy đặt hệ số phóng/ thu dùng để vẽ ảnh trong ô xem thử.,extreme_length_ratio,ui_localization,audit_flag_manual_review:extreme_length_ratio,reject,,
3532,kde4,Selection,Ở đây bạn có thể xem bảng ảnh gốc mà có thể giúp đỡ bạn chọn ô xem thử trích. Nhấn và kéo con trỏ chuột trong hình chữ nhật màu đỏ để thay đổi tiêu điểm trích.,extreme_length_ratio,ui_localization,audit_flag_manual_review:extreme_length_ratio,reject,,
3534,kde4,Here set the zoom factor of the preview area.,"Ở đây hãy chọn tỷ lệ biểu đồ tần xuất. Nếu ảnh có số đếm tối đa nhỏ, bạn có thể dùng tỷ lệ tuyến. Còn nếu ảnh có số đếm tối đa lớn, bạn có thể dùng tỷ lệ loga; nếu dùng, mọi giá trị (cả nhỏ lẫn lớn) sẽ được hiển thị trong đồ thị.",extreme_length_ratio,ui_localization,audit_flag_manual_review:extreme_length_ratio,reject,,
3541,kde4,"Select the histogram channel to display here: Luminosity: display the image's luminosity values. Red: display the red image-channel values. Green: display the green image-channel values. Blue: display the blue image-channel values. Alpha: display the alpha image-channel values. This channel corresponds to the transparency value and is supported by some image formats, such as PNG or TIF.",Ở đây đặt độ rộng theo điểm ảnh dùng để vẽ đường gạch gạch dẫn.,extreme_length_ratio,hardware;ui_localization,audit_flag_manual_review:extreme_length_ratio,reject,,
3544,kde4,Set here the width in pixels used to draw guides dashed-lines.,Kênh:,extreme_length_ratio,documentation,audit_flag_manual_review:extreme_length_ratio,reject,,
3546,kde4,Set here the gamma adjustment of the image.,Ở đây hãy chọn kênh biểu đồ tần xuất cần hiển thị: Độ trưng: hiển thị những giá trị độ trưng của ảnh. Đỏ: hiển thị những giá trị kênh màu đỏ. Lục: hiển thị những giá trị kênh màu lục. Xanh: hiển thị những giá trị kênh màu xanh.,extreme_length_ratio,ui_localization,audit_flag_manual_review:extreme_length_ratio,reject,,
3547,kde4,Channel:,Ở đây bạn có thể xem bản vẽ biểu đồ tần xuất ảnh xem thử đích của kênh ảnh đã chọn. Điều này được tính lại khi nào thay đổi thiết lập.,extreme_length_ratio,ui_localization,audit_flag_manual_review:extreme_length_ratio,reject,,
3555,kde4,digiKam Handbook,© năm 2004- 2006 của Gilles Caulier © năm 2006- 2007 của Gilles Caulier và Marcel Wiesweg,extreme_length_ratio,ui_localization,audit_flag_manual_review:extreme_length_ratio,reject,,
3566,kde4,"(c) 2004-2005, Gilles Caulier (c) 2006-2007, Gilles Caulier and Marcel Wiesweg",Bản vẽ than gỗ,extreme_length_ratio,ui_localization,audit_flag_manual_review:extreme_length_ratio,reject,,
3570,kde4,Apply Texture,Phần bổ sung ảnh digiKam để áp dụng họa tiết để trang trí cho ảnh.,extreme_length_ratio,ui_localization,audit_flag_manual_review:extreme_length_ratio,reject,,
